transaction_id,date_of_payment,customer_id,employee_id,amount,type
105,2023-01-17 03:39:50.052611,1986,41,13360,visa
106,2020-04-10 15:40:45.379387,826,22,18780,mastercard
107,2023-08-28 07:43:49.435412,76,22,13350,mastercard
108,2022-12-12 10:50:09.770231,660,45,9790,mastercard
109,2021-07-09 09:30:12.124980,1094,13,6090,applepay
110,2021-04-09 18:46:16.919941,1389,26,19680,mastercard
111,2022-01-06 04:12:20.972519,1657,49,10990,cash
112,2022-05-19 04:03:33.928880,459,69,19170,applepay
113,2023-10-06 19:42:21.344975,1721,60,14320,applepay
114,2022-05-14 12:06:54.571386,45,77,8640,mastercard
115,2022-03-24 06:28:13.951279,1013,63,5740,cash
116,2020-11-08 09:52:06.927967,74,100,17320,mastercard
117,2022-03-04 00:13:32.906713,855,78,6140,cash
118,2023-07-21 07:27:59.143922,1449,3,25220,cash
119,2021-04-20 11:39:06.283371,912,92,5920,visa
120,2022-10-15 10:28:25.683899,1784,40,12820,mastercard
121,2020-02-08 17:42:37.413901,957,76,20680,mastercard
122,2023-11-10 10:05:26.601870,210,59,16190,mastercard
123,2023-08-19 06:11:49.202912,858,87,11600,applepay
124,2022-03-09 20:02:39.748477,962,53,25250,mastercard
125,2020-07-22 15:25:22.352841,1115,55,21600,mastercard
126,2021-11-23 19:57:31.844596,1453,68,6610,applepay
127,2021-06-07 00:58:38.001394,899,55,9400,applepay
128,2022-12-13 22:34:20.969211,238,48,70,mastercard
129,2023-04-21 13:20:08.480337,1110,85,4990,cash
130,2020-10-09 02:26:57.708593,1848,72,8590,mastercard
131,2020-03-29 16:06:15.505463,234,23,1030,cash
132,2023-07-04 13:00:40.506879,1020,67,17530,visa
133,2023-03-03 04:02:00.690071,1534,2,18160,applepay
134,2020-09-03 02:44:45.655999,519,50,3630,cash
135,2022-05-16 04:19:33.428443,1299,50,19980,mastercard
136,2020-09-18 09:31:31.076374,1156,90,19920,mastercard
137,2021-01-22 05:05:12.530855,1894,24,28950,applepay
138,2021-05-05 15:58:29.530651,1891,87,11290,mastercard
139,2023-12-29 19:24:17.081229,1411,86,25100,visa
140,2022-01-23 11:50:07.450555,1625,10,7620,applepay
141,2020-11-25 14:44:36.943497,235,76,11510,visa
142,2020-03-09 11:54:05.119581,284,29,3250,cash
143,2021-05-09 09:39:06.146095,121,4,10990,mastercard
144,2021-12-29 05:18:34.697325,1919,82,2110,visa
145,2023-03-26 20:13:01.641645,307,33,14540,visa
146,2023-08-25 13:33:40.307796,1063,5,14820,cash
147,2023-07-25 19:09:09.515666,1571,66,20110,visa
148,2022-01-16 06:33:15.768235,884,94,19120,visa
149,2023-02-24 15:57:18.336549,515,62,26420,cash
150,2023-11-30 22:25:05.608792,1683,4,9720,cash
151,2021-01-11 11:22:31.779767,1695,30,1650,visa
152,2023-11-22 20:20:26.562725,1835,33,19860,cash
153,2020-06-18 17:40:46.938007,213,84,3700,visa
154,2021-08-24 03:40:24.649314,1231,80,11710,mastercard
155,2021-05-03 19:08:45.635476,1903,6,14630,applepay
156,2023-10-14 01:16:03.837963,923,73,1200,visa
157,2021-10-31 22:34:29.773596,1707,60,23400,applepay
158,2022-02-04 23:43:19.065721,799,98,18430,cash
159,2023-06-07 21:44:33.378602,294,62,23160,visa
160,2023-03-09 22:58:30.940091,1985,90,25870,visa
161,2022-11-17 02:35:52.536508,826,13,10050,applepay
162,2023-12-23 04:32:26.841127,267,42,17260,applepay
163,2023-03-04 18:05:35.684181,1343,52,8170,visa
164,2021-09-24 17:55:26.937252,1452,97,26940,visa
165,2022-12-17 21:09:21.131547,366,37,14650,mastercard
166,2023-06-10 03:23:18.539348,564,13,11530,mastercard
167,2020-08-10 21:31:19.617683,1,89,18910,cash
168,2023-07-15 03:55:29.369123,50,82,4530,visa
169,2022-10-04 04:49:17.111566,270,47,11050,mastercard
170,2023-07-17 13:42:56.247002,587,46,10950,cash
171,2020-05-20 12:06:59.182201,1642,87,29400,mastercard
172,2020-12-25 12:28:02.528392,942,28,1000,mastercard
173,2022-12-05 04:08:24.687654,1385,46,20770,applepay
174,2020-11-25 05:35:42.732932,1635,25,14660,applepay
175,2022-10-05 17:50:28.005568,556,93,12150,visa
176,2021-08-25 13:27:01.030740,1173,77,13370,cash
177,2022-11-11 09:01:18.345369,590,6,13400,visa
178,2020-05-06 04:53:51.404263,1422,32,3860,cash
179,2020-09-18 02:33:40.160937,1617,52,12690,cash
180,2020-10-19 13:59:16.974826,921,17,19020,mastercard
181,2023-12-15 18:30:09.972527,362,40,24310,applepay
182,2023-10-08 10:13:18.285254,871,69,3220,visa
183,2022-12-08 08:20:27.980023,776,76,18750,visa
184,2020-05-24 10:37:01.255301,813,42,820,applepay
185,2020-10-24 12:06:58.103115,1573,28,22010,cash
186,2023-07-28 07:18:23.402011,504,15,22880,visa
187,2021-08-15 01:29:17.408916,710,79,1870,applepay
188,2020-05-06 16:33:11.911649,1897,63,7320,cash
189,2023-05-09 23:49:21.803426,717,52,22470,cash
190,2022-11-28 07:11:52.888295,548,8,20040,applepay
191,2020-04-21 04:41:50.164800,1803,16,12870,mastercard
192,2021-12-22 11:31:06.283590,396,58,5330,applepay
193,2021-09-01 23:46:55.696486,175,11,10370,cash
194,2020-03-05 14:32:00.281971,689,70,660,mastercard
195,2020-07-20 05:59:15.053439,251,10,11430,visa
196,2020-02-15 16:08:57.098025,1501,46,15930,cash
197,2023-05-29 00:20:45.729993,57,66,10090,visa
198,2021-09-29 23:46:07.850892,696,58,12990,cash
199,2020-06-08 03:56:59.600172,142,65,6780,mastercard
200,2020-07-05 14:33:30.742920,1007,10,0,applepay
201,2021-07-24 01:37:10.579645,1850,38,11680,mastercard
202,2020-11-16 16:29:57.903371,1869,27,13620,mastercard
203,2022-12-30 16:00:25.469749,1659,87,17010,applepay
204,2020-10-12 07:49:22.474758,1097,45,29040,mastercard
205,2022-11-29 06:49:18.012944,576,15,14620,cash
206,2020-10-17 23:30:31.772151,300,16,10120,visa
207,2022-01-29 05:56:44.244379,660,16,13340,mastercard
208,2022-09-25 08:52:46.990597,1622,84,17490,cash
209,2021-05-09 00:35:56.572156,1917,24,26300,mastercard
210,2023-11-27 17:20:38.326373,149,79,18210,visa
211,2020-04-05 02:36:55.833198,1540,48,29750,visa
212,2020-02-28 21:18:17.154453,1780,83,12790,visa
213,2021-12-16 23:44:29.537738,1088,24,28940,cash
214,2023-08-08 03:13:01.379726,1243,42,27950,mastercard
215,2022-01-18 14:40:58.411992,38,80,23260,visa
216,2020-12-11 17:36:13.595751,1200,15,29010,applepay
217,2023-06-20 04:00:20.868252,1994,1,14620,mastercard
218,2020-01-17 07:47:43.540908,138,81,22390,mastercard
219,2020-11-21 13:22:28.879697,1422,11,1430,mastercard
220,2022-02-13 18:40:27.169876,1829,68,21070,applepay
221,2023-01-03 00:19:45.006070,745,21,13770,applepay
222,2021-11-30 14:46:53.425040,533,91,25360,mastercard
223,2022-12-04 15:32:35.901461,1371,10,1570,mastercard
224,2022-05-26 18:45:41.840874,893,23,6700,applepay
225,2021-03-22 22:40:21.620094,565,95,29550,applepay
226,2020-11-23 16:43:38.600208,1913,11,29470,applepay
227,2021-08-15 10:42:55.494212,358,49,5770,visa
228,2023-02-26 02:00:35.234960,1566,45,10010,applepay
229,2022-09-18 21:05:45.111354,950,65,22770,applepay
230,2021-07-14 05:09:58.209059,1752,43,1260,applepay
231,2023-06-28 04:21:58.951825,566,33,6410,applepay
232,2022-07-14 17:00:40.571302,322,99,20560,visa
233,2021-02-02 06:14:48.534387,1717,56,23940,cash
234,2020-04-17 05:16:37.223154,1037,69,28990,cash
235,2022-03-31 01:01:27.834773,530,31,16980,mastercard
236,2021-12-22 15:47:29.283413,1027,36,13480,cash
237,2022-08-19 14:35:13.446212,1951,22,15800,visa
238,2023-12-01 18:50:44.951982,1038,9,17090,cash
239,2023-02-03 03:28:15.423510,910,62,2490,applepay
240,2023-01-07 07:35:48.362738,1988,23,10700,visa
241,2021-08-31 21:07:31.997162,914,79,11330,cash
242,2021-05-11 19:22:10.070443,1622,86,6620,cash
243,2021-06-22 04:38:56.970046,251,82,16810,cash
244,2023-05-06 06:08:31.617014,156,95,27200,cash
245,2021-04-23 21:26:22.150051,1110,75,21190,applepay
246,2020-08-23 10:37:39.444352,1137,73,12500,cash
247,2023-10-05 00:20:07.059305,400,84,9650,applepay
248,2021-12-04 07:44:33.096012,413,32,22300,mastercard
249,2022-04-26 16:53:00.910247,3,77,15830,applepay
250,2021-10-13 00:29:01.834404,40,13,27390,visa
251,2021-10-19 12:14:02.824909,1217,34,24640,mastercard
252,2020-05-22 15:23:37.243349,1201,78,4530,applepay
253,2021-12-24 22:50:28.849242,1921,98,7610,visa
254,2020-11-02 16:03:44.428347,1396,48,4570,applepay
255,2020-10-20 02:02:35.585410,1752,3,2960,applepay
256,2020-09-10 14:24:46.634663,750,17,16030,mastercard
257,2021-08-19 18:42:50.737439,1673,18,7990,mastercard
258,2020-09-20 09:16:43.611840,1739,29,11030,mastercard
259,2020-11-07 18:12:56.756657,331,97,16860,mastercard
260,2022-01-14 13:11:29.749201,1131,63,10590,mastercard
261,2022-04-26 13:31:42.197955,263,2,16450,visa
262,2022-06-20 18:58:35.823014,1671,62,1180,cash
263,2021-08-22 08:07:56.604340,262,97,3760,visa
264,2023-09-14 08:46:36.804154,1808,48,1630,mastercard
265,2021-10-20 21:34:23.265965,843,77,21050,cash
266,2022-07-25 07:43:32.126241,57,12,17410,mastercard
267,2021-12-23 23:59:05.287478,1664,77,18120,visa
268,2021-03-03 13:19:41.267758,1505,61,10180,visa
269,2021-04-14 19:01:46.279600,594,39,16290,visa
270,2023-01-18 19:46:24.767406,1319,91,28190,visa
271,2022-06-07 08:20:25.832796,639,33,18660,applepay
272,2021-03-16 17:36:51.659710,689,71,18550,mastercard
273,2021-10-21 18:24:00.502029,1184,13,18910,applepay
274,2021-07-30 19:04:49.290312,922,2,3090,applepay
275,2022-11-06 22:04:40.691238,416,35,27970,mastercard
276,2023-09-28 15:34:54.108160,906,49,7610,visa
277,2022-09-02 02:13:58.576762,1699,72,18610,mastercard
278,2020-07-22 23:53:33.097966,742,91,25470,cash
279,2022-02-23 23:23:40.229694,27,22,18970,visa
280,2022-01-22 18:12:25.787371,265,63,29170,mastercard
281,2020-12-25 06:50:37.216972,1863,9,28850,mastercard
282,2022-07-26 07:31:39.023390,1966,9,20920,visa
283,2021-02-10 07:02:11.242880,698,18,16670,visa
284,2020-10-15 16:21:59.920345,453,78,8160,applepay
285,2023-12-05 02:42:51.606220,546,92,7190,mastercard
286,2021-10-11 16:06:18.327002,1900,26,24000,applepay
287,2022-08-04 03:48:08.476201,374,66,24110,applepay
288,2021-03-20 20:16:23.998730,1802,35,15940,visa
289,2021-04-13 03:31:25.309190,738,70,25610,cash
290,2021-02-18 22:18:47.300325,196,91,17370,cash
291,2021-03-14 14:08:01.998307,1219,23,5930,cash
292,2023-03-24 03:36:00.712230,79,100,10350,applepay
293,2021-04-21 09:26:52.488052,3,16,26630,cash
294,2023-07-16 09:29:54.034814,1024,70,20020,mastercard
295,2021-07-04 11:58:06.462950,1487,34,27330,cash
296,2020-06-02 08:16:53.058711,1959,84,8970,visa
297,2022-06-14 07:48:45.483137,868,70,7000,visa
298,2021-03-27 14:50:46.169450,654,44,24900,applepay
299,2020-01-15 02:54:04.291648,127,62,18870,applepay
300,2022-11-22 08:34:12.295977,1113,12,13730,applepay
301,2022-01-26 08:03:33.159897,1682,49,20360,cash
302,2022-02-12 08:33:35.474766,1036,18,23270,mastercard
303,2020-06-13 10:15:07.572322,259,64,1100,cash
304,2020-04-08 08:18:22.740682,1825,25,24450,visa
305,2022-10-22 10:51:07.764152,1379,66,5510,visa
306,2023-11-02 20:21:12.448113,113,75,17180,cash
307,2021-11-10 05:22:01.781998,1188,39,6470,mastercard
308,2021-03-01 12:12:57.381496,1204,25,6510,mastercard
309,2021-03-25 14:20:40.745215,338,88,320,cash
310,2021-08-10 10:25:24.881815,1144,85,16190,cash
311,2020-10-12 02:48:15.389781,310,95,2060,cash
312,2022-03-13 21:55:03.422220,1728,49,16340,mastercard
313,2021-08-24 14:15:10.053028,1083,40,11590,mastercard
314,2020-03-17 04:47:58.164790,404,59,6570,mastercard
315,2023-06-17 17:19:31.676864,924,29,16510,visa
316,2020-05-07 01:28:21.015737,374,17,3490,cash
317,2020-09-03 04:58:00.992048,1280,16,26720,visa
318,2021-08-04 12:25:07.464755,1309,84,10920,mastercard
319,2022-04-18 02:23:38.266759,748,66,14550,mastercard
320,2022-10-04 14:09:36.314614,1052,70,13180,applepay
321,2021-01-27 00:21:39.236576,1046,51,790,mastercard
322,2023-07-23 08:54:33.981397,568,7,29430,applepay
323,2021-09-30 20:38:51.495203,1903,62,1840,visa
324,2023-12-18 12:24:18.459219,508,33,21530,cash
325,2022-09-20 22:44:04.568580,703,64,25770,mastercard
326,2022-01-24 11:09:16.250850,1605,40,8800,visa
327,2020-07-01 20:54:51.301250,1813,85,4210,cash
328,2021-11-06 07:17:39.102499,1509,4,5500,applepay
329,2022-01-01 21:39:08.815923,585,88,21370,applepay
330,2021-10-23 07:55:24.461990,1372,52,6870,cash
331,2023-10-07 17:19:36.536577,1984,97,24360,mastercard
332,2021-05-24 13:01:29.225142,480,91,14310,visa
333,2023-03-16 02:42:50.946599,1666,83,14280,mastercard
334,2021-03-06 17:15:34.284358,983,11,14200,applepay
335,2021-09-01 14:30:43.220481,164,10,3110,cash
336,2022-12-22 02:25:55.626882,1844,97,2420,visa
337,2020-06-08 03:42:46.899893,1342,2,25240,applepay
338,2021-03-04 18:17:53.501011,1342,21,15960,applepay
339,2022-12-18 07:26:59.893797,1247,55,4510,visa
340,2020-07-03 16:35:37.763524,1847,29,26560,mastercard
341,2021-12-15 17:11:11.238168,1933,66,5460,mastercard
342,2022-05-11 23:24:56.735729,1861,3,20510,cash
343,2023-07-01 16:08:42.292073,510,65,25700,applepay
344,2023-08-15 08:40:53.444656,1175,7,12700,visa
345,2022-10-19 17:00:14.611234,876,71,26920,cash
346,2021-05-22 05:27:47.479107,452,88,8290,cash
347,2020-08-22 17:46:48.231225,470,95,24250,cash
348,2020-12-07 03:46:19.868961,1346,11,1840,cash
349,2020-12-30 07:54:37.578423,1571,85,27490,mastercard
350,2023-11-05 05:13:08.976669,91,42,20980,mastercard
351,2023-03-20 01:00:53.781230,645,61,24240,applepay
352,2023-01-03 01:59:48.013372,868,42,29780,mastercard
353,2020-05-01 14:46:30.480903,914,80,22170,applepay
354,2020-01-28 06:46:20.197996,1595,29,14690,mastercard
355,2023-02-22 01:07:51.398419,751,60,19440,applepay
356,2023-01-25 21:42:39.456067,1800,40,7910,mastercard
357,2020-11-13 14:14:23.166955,1545,62,24410,cash
358,2023-05-26 21:28:57.282202,1704,32,4160,mastercard
359,2023-12-08 13:22:12.917606,159,19,3970,cash
360,2021-03-30 03:24:32.726549,987,77,860,cash
361,2023-04-24 04:05:20.978166,1285,9,16500,visa
362,2021-10-05 17:16:09.854001,1816,25,21660,mastercard
363,2021-04-18 11:28:30.322519,656,25,12850,visa
364,2020-06-14 10:08:33.864805,1796,46,25190,visa
365,2023-11-04 06:18:41.462829,216,57,21260,visa
366,2022-05-26 00:53:14.523814,1815,66,25140,visa
367,2022-03-06 22:35:41.692236,1033,71,2330,visa
368,2022-02-06 16:05:15.486815,1240,28,28520,cash
369,2021-03-16 00:43:02.504402,1886,5,13650,mastercard
370,2020-01-30 06:51:45.637223,1123,27,15270,visa
371,2022-06-01 00:43:24.143145,1835,8,6370,cash
372,2020-03-17 17:16:24.977667,1204,54,18980,mastercard
373,2023-12-30 18:22:56.305809,728,97,9970,mastercard
374,2022-12-26 12:26:12.911084,205,93,27310,visa
375,2021-09-22 05:16:05.166511,1684,59,25420,applepay
376,2021-07-03 11:01:33.358013,1500,84,8230,cash
377,2020-02-10 14:08:03.992724,1587,19,22600,applepay
378,2023-11-27 06:52:36.665479,492,53,6080,applepay
379,2023-12-06 06:43:50.388633,1805,42,18680,cash
380,2021-11-17 13:19:10.844997,15,10,29560,cash
381,2021-09-03 06:48:31.818385,83,1,13470,applepay
382,2020-03-07 04:47:04.276278,186,61,4470,mastercard
383,2023-09-17 06:06:41.777091,1940,99,5330,mastercard
384,2021-11-04 10:33:37.460806,593,74,28690,visa
385,2022-11-05 05:10:55.358916,1996,76,28550,mastercard
386,2022-12-08 07:35:05.447998,580,8,18410,cash
387,2022-12-29 04:04:44.862051,984,68,5580,visa
388,2023-02-16 02:00:04.065783,1408,8,940,applepay
389,2021-02-15 02:14:38.976307,86,24,8670,mastercard
390,2022-02-04 17:44:32.885805,67,48,18510,cash
391,2020-02-25 09:35:19.850556,1417,41,7770,mastercard
392,2020-08-05 04:02:13.664178,545,9,28920,cash
393,2023-05-09 03:01:49.781972,834,85,210,mastercard
394,2023-04-23 19:40:31.191376,262,98,11830,cash
395,2022-09-27 11:14:27.906907,735,39,10060,applepay
396,2023-05-19 12:04:59.597111,323,33,13470,cash
397,2020-02-07 09:27:35.953190,1750,65,5220,visa
398,2023-10-15 12:03:58.788618,503,27,1110,mastercard
399,2020-09-30 06:28:23.279325,256,31,2750,visa
400,2022-12-05 16:23:02.173672,86,32,11090,applepay
401,2022-04-07 05:38:46.887561,826,74,9450,applepay
402,2023-01-12 03:21:07.762383,974,29,29770,mastercard
403,2020-03-26 11:44:29.532099,1924,94,29350,visa
404,2022-12-01 19:18:35.991532,1964,76,6320,mastercard
405,2021-02-09 11:46:50.855292,922,90,3670,cash
406,2022-10-11 10:36:39.168721,1945,86,15220,mastercard
407,2021-06-30 12:42:52.952168,1357,81,14340,cash
408,2020-06-01 18:55:32.582192,1012,6,18620,cash
409,2020-03-08 11:11:42.635444,489,97,28580,mastercard
410,2022-06-19 02:10:44.265928,577,27,21430,cash
411,2020-12-27 03:02:24.862928,1405,89,15780,mastercard
412,2023-12-25 14:40:58.609038,1980,86,20310,visa
413,2021-08-12 20:59:30.145871,1578,73,16650,mastercard
414,2023-12-28 01:57:37.828814,1968,40,15710,cash
415,2023-03-22 19:19:07.950678,643,68,9100,cash
416,2021-11-17 19:39:47.488318,734,46,19810,mastercard
417,2022-04-24 08:21:05.645300,730,5,9490,cash
418,2022-12-29 03:57:15.502033,186,46,13120,cash
419,2021-08-23 06:12:01.144400,184,85,420,visa
420,2022-06-30 03:06:58.089846,1509,97,6930,mastercard
421,2022-08-20 01:16:05.689913,1189,98,8160,visa
422,2023-04-19 06:47:17.388132,1211,21,9620,visa
423,2023-07-28 05:42:51.899710,613,64,13730,mastercard
424,2022-10-05 00:45:59.338212,691,10,7710,mastercard
425,2022-12-22 21:50:11.249391,806,47,18890,cash
426,2021-11-23 20:45:14.195989,967,63,23160,mastercard
427,2023-06-20 09:36:39.225619,1939,89,22620,applepay
428,2022-02-17 03:32:12.289617,1307,44,13830,visa
429,2020-09-18 04:15:13.700232,1920,47,21220,cash
430,2022-12-11 22:16:20.495331,860,72,29300,visa
431,2022-05-13 13:31:01.239599,1321,31,20470,applepay
432,2023-08-08 21:40:43.016965,556,85,11510,mastercard
433,2022-11-20 12:32:06.215166,590,42,1550,cash
434,2022-04-16 00:59:59.612233,549,82,1810,applepay
435,2023-07-15 20:30:42.549623,1185,40,15720,visa
436,2022-07-26 13:56:24.784988,1786,35,29330,applepay
437,2020-11-25 18:18:03.425948,421,25,6590,applepay
438,2022-02-10 21:50:26.048569,1093,74,27220,mastercard
439,2021-07-25 14:38:51.489918,323,18,4330,applepay
440,2022-07-09 03:38:43.300255,973,90,14110,mastercard
441,2021-03-31 22:16:35.940016,1059,21,8020,cash
442,2022-07-31 01:01:58.970222,13,43,12260,visa
443,2023-10-13 14:47:04.803372,1831,98,7560,cash
444,2022-07-05 05:50:53.353617,483,53,3130,visa
445,2021-02-22 07:13:06.114517,879,42,28070,cash
446,2023-01-22 09:32:28.859052,916,18,9230,mastercard
447,2021-10-05 09:48:48.946718,1224,75,2180,applepay
448,2020-05-31 08:03:58.261232,1902,35,16420,visa
449,2022-03-24 20:00:09.905704,649,62,5080,visa
450,2020-04-19 12:55:03.623349,465,88,9230,visa
451,2022-08-20 00:28:24.066669,703,87,21950,visa
452,2022-04-07 14:08:36.388425,1144,57,10700,cash
453,2021-11-10 15:00:31.876242,93,34,11720,applepay
454,2021-07-15 04:06:58.865186,671,87,21330,applepay
455,2022-06-20 22:28:03.676915,597,3,4800,mastercard
456,2020-07-13 21:03:02.607695,1670,78,8650,applepay
457,2021-10-04 20:46:56.690075,1284,21,21490,cash
458,2022-05-11 20:10:43.390461,682,63,29100,visa
459,2020-09-17 23:50:50.818752,103,42,12690,mastercard
460,2023-06-05 12:20:40.204970,1205,39,10410,visa
461,2023-11-27 02:59:45.669349,1421,3,29650,cash
462,2022-02-15 04:11:22.658717,1176,13,26990,applepay
463,2023-03-28 22:21:59.774038,1486,64,1870,visa
464,2022-09-11 22:29:36.292354,43,32,1920,mastercard
465,2021-06-08 13:36:25.858724,236,92,10760,cash
466,2020-05-26 09:49:54.034914,1122,91,13480,cash
467,2021-01-22 00:29:36.629769,1270,10,15490,visa
468,2020-03-10 16:23:01.905164,224,31,9140,cash
469,2021-08-08 21:46:17.391780,40,73,22170,mastercard
470,2023-07-13 13:51:54.727022,826,8,9190,applepay
471,2023-05-24 22:33:32.293791,18,71,19930,cash
472,2022-05-04 16:26:17.457492,1587,76,15090,applepay
473,2020-09-19 12:50:16.083552,1754,80,4730,visa
474,2023-02-24 02:47:30.310138,501,61,830,cash
475,2020-05-09 05:05:41.326964,891,31,29810,cash
476,2021-10-26 13:47:03.744464,1076,72,24630,mastercard
