transaction_id,date_of_payment,customer_id,employee_id,amount,type
129,2023-09-07 04:34:14.628144,696,41,27380,cash
130,2020-08-11 19:25:35.899673,1142,31,24320,visa
131,2022-10-18 22:43:47.326837,1070,2,24130,cash
132,2021-07-04 02:49:10.216185,327,25,17100,mastercard
133,2020-08-08 22:06:08.785038,1824,15,3820,applepay
134,2020-06-24 15:53:48.077697,39,45,3250,cash
135,2020-09-17 03:16:02.560692,628,49,6100,cash
136,2022-09-18 09:49:42.022917,1931,44,26430,applepay
137,2023-02-23 20:10:22.133622,990,4,14040,cash
138,2022-08-10 12:04:35.256737,1796,34,12900,cash
139,2021-06-23 19:49:10.022968,1687,41,21310,mastercard
140,2021-08-19 17:37:28.206405,1102,25,24320,applepay
141,2020-10-05 14:10:13.012414,1899,18,27200,mastercard
142,2021-07-01 15:22:55.617279,1221,35,21110,cash
143,2023-12-07 01:32:24.912476,273,23,10730,applepay
144,2023-10-31 06:02:09.218707,836,17,29960,cash
145,2021-03-30 20:23:13.124839,126,25,14410,mastercard
146,2022-12-17 01:56:24.377653,499,10,22660,visa
147,2020-12-12 00:25:17.279171,1429,9,9620,cash
148,2022-09-26 21:23:49.464873,603,46,11080,visa
149,2023-01-01 12:49:03.131814,1744,41,15690,visa
150,2021-03-25 04:53:19.758575,1968,19,16040,cash
151,2023-01-27 11:40:56.284881,729,14,25380,visa
152,2022-11-10 16:00:54.962933,273,49,16700,mastercard
153,2023-11-15 11:28:28.697766,920,39,13350,cash
154,2023-05-26 00:50:59.311921,670,27,3080,applepay
155,2022-12-17 01:18:45.543316,42,47,15020,visa
156,2021-01-11 08:15:50.713166,1433,38,4670,visa
157,2023-11-07 06:55:02.286644,1851,12,22760,applepay
158,2021-05-18 20:55:34.020310,1304,48,6800,cash
159,2020-10-22 04:38:22.276484,1417,44,20580,visa
160,2021-01-26 14:56:37.709049,22,29,29630,visa
161,2020-12-20 19:55:31.048971,1503,32,2510,visa
162,2022-11-09 20:26:41.362118,1859,24,11390,mastercard
163,2022-02-10 23:15:47.325521,488,15,2840,visa
164,2023-01-21 20:58:32.221847,1564,5,2630,visa
165,2022-10-21 12:12:17.562508,959,40,29920,mastercard
166,2020-09-18 04:11:31.639277,220,19,3340,visa
167,2022-04-30 04:54:57.309443,113,28,4080,visa
168,2020-10-28 03:32:30.541848,813,46,13290,mastercard
169,2022-01-09 04:02:04.035797,680,35,26000,cash
170,2022-08-24 06:13:32.188351,610,7,10230,cash
171,2020-07-27 21:29:41.691308,595,33,24620,cash
172,2022-09-27 08:46:47.400810,1092,23,480,visa
173,2022-01-28 08:11:30.061777,969,34,23220,cash
174,2022-03-24 17:19:27.194362,892,32,15430,mastercard
175,2023-10-17 17:28:26.030041,1525,7,19550,visa
176,2023-11-20 08:34:50.670123,1176,21,22800,applepay
177,2020-03-03 23:34:37.864570,747,18,25530,applepay
178,2022-11-01 18:15:51.607219,427,37,24000,applepay
179,2022-11-20 06:38:49.238544,482,17,25790,cash
180,2020-03-17 00:13:58.968635,972,44,16990,applepay
181,2023-03-31 18:53:26.704031,416,9,1570,mastercard
182,2022-07-04 20:56:37.042449,1509,17,24150,visa
183,2023-10-03 01:15:23.694608,408,36,2290,visa
184,2021-07-08 08:25:24.382218,1422,20,8440,mastercard
185,2023-12-04 17:40:20.719820,1055,30,26500,mastercard
186,2023-02-18 03:52:29.614989,1344,36,29790,cash
187,2020-07-07 17:57:53.779690,477,13,12330,applepay
188,2023-09-21 11:10:07.904137,1239,24,10320,visa
189,2020-01-28 16:35:13.179450,1887,7,12900,visa
190,2020-08-03 23:31:12.523551,1670,20,25720,visa
191,2021-10-19 11:18:25.631123,1734,2,26770,mastercard
192,2023-08-03 13:35:48.267426,1157,7,14320,visa
193,2020-07-27 15:11:11.747789,41,33,17520,cash
194,2021-04-21 17:30:19.885164,310,34,9530,visa
195,2022-12-17 07:49:56.231940,1441,21,2370,cash
196,2020-09-01 04:38:07.812618,97,4,2040,applepay
197,2021-07-22 22:19:09.100560,1312,12,19700,applepay
198,2023-09-28 12:46:08.556528,1933,14,14860,mastercard
199,2023-10-04 08:39:00.519222,201,2,2400,mastercard
200,2021-01-29 05:36:34.531989,147,42,22920,applepay
201,2022-09-21 10:36:17.512106,82,4,17430,applepay
202,2022-07-06 06:14:42.926855,230,34,1140,applepay
203,2021-11-22 19:09:26.194859,1078,47,26530,cash
204,2021-04-13 00:15:23.693402,1554,25,21210,applepay
205,2022-11-20 08:56:09.594771,497,38,70,mastercard
206,2023-02-13 09:44:06.229690,1437,16,19370,cash
207,2021-08-26 11:00:34.377119,223,12,10340,mastercard
208,2021-12-14 19:43:02.631634,1708,14,27950,mastercard
209,2021-02-18 19:33:07.543999,251,31,410,mastercard
210,2023-04-15 07:37:53.903031,1087,42,20680,cash
211,2020-09-15 16:30:30.742568,163,24,4110,cash
212,2020-05-12 13:54:45.176296,588,41,27730,mastercard
213,2021-02-02 04:34:52.693263,461,31,22520,applepay
214,2021-01-16 13:40:19.619498,1577,33,7450,cash
215,2021-01-20 14:45:19.222454,1142,45,11790,applepay
216,2022-05-13 18:40:24.282740,187,15,10920,cash
217,2020-03-13 22:48:17.796535,1205,27,12200,cash
218,2022-07-17 02:29:11.991529,1117,13,8190,visa
219,2020-08-25 17:55:15.593778,923,20,22050,applepay
220,2022-07-27 11:28:55.911279,409,24,15720,visa
221,2021-01-24 13:15:32.446540,1619,30,15910,mastercard
222,2021-12-11 18:31:05.062289,374,12,3400,mastercard
223,2022-02-01 03:38:15.091418,1653,44,14220,mastercard
224,2021-01-03 05:13:55.951156,533,44,1630,applepay
225,2023-05-26 11:49:09.126266,241,46,7950,applepay
226,2021-03-25 22:35:43.382310,415,36,15440,visa
227,2020-11-16 05:01:38.063965,1815,43,8950,mastercard
228,2020-03-22 03:22:16.053427,1808,19,25020,mastercard
229,2022-07-26 09:54:09.730048,1597,27,7230,mastercard
230,2023-09-27 09:52:53.060373,1509,24,15500,cash
231,2023-10-08 15:59:06.760427,473,22,29090,mastercard
232,2022-06-06 13:57:59.243554,1828,32,15680,applepay
233,2021-03-21 02:46:42.532944,1685,45,16260,cash
234,2021-02-14 08:50:49.211808,1801,5,1410,mastercard
235,2020-12-11 13:08:10.418224,208,4,10420,visa
236,2023-02-27 23:58:54.394296,1501,35,14950,mastercard
237,2022-07-22 00:12:13.027230,217,13,28740,mastercard
238,2020-05-08 21:51:32.325898,844,47,22560,cash
239,2020-06-08 19:47:42.091154,68,24,16100,applepay
240,2023-11-16 10:12:50.307188,609,26,20920,visa
241,2022-01-17 15:25:56.764733,1373,22,13720,applepay
242,2021-04-22 22:47:02.992983,1991,50,7560,applepay
243,2023-05-03 00:39:00.625113,491,25,24780,applepay
244,2023-12-20 23:27:26.446929,1674,50,24290,visa
245,2020-01-02 06:43:19.192984,518,2,13330,visa
246,2020-07-25 21:03:32.608461,1952,35,26700,mastercard
247,2023-07-08 10:40:03.326710,441,41,15780,applepay
248,2020-12-05 19:47:49.100071,315,38,3070,cash
249,2021-07-04 16:50:34.318251,987,20,7330,applepay
250,2023-06-03 16:17:25.587412,1661,16,18120,visa
251,2023-04-24 12:59:46.688144,1633,30,4000,applepay
252,2021-09-23 17:01:44.115896,1345,14,23730,cash
253,2021-05-13 13:47:49.688338,818,42,9090,cash
254,2023-06-02 10:34:57.823146,406,26,10780,visa
255,2022-12-11 04:15:07.181225,1610,4,28620,visa
256,2020-11-21 04:48:34.624915,1488,14,26970,mastercard
257,2021-11-22 13:52:52.133281,1053,15,29640,mastercard
258,2021-04-30 08:31:25.543025,387,41,17640,mastercard
259,2023-03-17 06:40:08.317272,842,12,17910,applepay
260,2022-01-29 15:39:31.238050,85,29,19450,visa
261,2023-10-26 15:32:15.296953,1004,15,20190,cash
262,2020-08-26 11:09:10.527588,674,31,23680,cash
263,2020-08-08 20:34:22.149933,1808,50,21480,mastercard
264,2020-01-20 06:53:07.396313,941,39,11960,visa
265,2023-04-29 11:53:41.979080,1040,36,10120,visa
266,2022-10-30 04:42:44.736390,806,5,29770,cash
267,2021-08-04 16:23:52.505382,1805,8,28500,cash
268,2022-03-04 04:56:37.953235,936,44,21920,applepay
269,2022-06-28 09:48:13.143194,1251,13,4310,applepay
270,2020-10-09 05:12:57.756817,624,47,29650,visa
271,2022-08-21 19:45:17.423179,1927,42,16400,visa
272,2020-02-02 07:00:36.498526,1678,41,11070,visa
273,2021-11-29 21:41:49.283575,560,34,1470,applepay
274,2022-01-20 13:57:52.202956,1258,8,3950,applepay
275,2021-11-21 01:17:17.914504,1412,9,28530,cash
276,2023-11-07 15:37:14.824236,557,15,18860,mastercard
277,2020-12-27 16:28:28.429919,797,9,14110,mastercard
278,2022-07-14 04:30:29.980458,221,2,8590,mastercard
279,2022-09-05 03:27:57.058533,61,23,2380,cash
280,2022-07-06 13:21:59.066285,1693,13,9040,mastercard
281,2023-02-01 06:43:01.287617,1430,3,19630,visa
282,2023-10-07 13:28:28.021212,56,15,18320,cash
283,2020-05-08 22:15:36.430543,1982,23,17070,mastercard
284,2020-05-29 13:47:07.063878,1035,9,15630,cash
285,2022-09-25 12:54:08.730526,1006,21,23770,applepay
286,2023-06-28 06:44:09.093630,1955,31,5370,cash
287,2022-12-22 23:39:51.116126,246,30,15520,mastercard
288,2020-07-05 05:38:21.051105,1439,46,5700,visa
289,2023-11-16 06:32:27.847169,1203,8,11360,visa
290,2021-08-23 12:40:06.595200,1033,44,26130,mastercard
291,2021-08-21 01:23:17.329847,1895,21,25620,mastercard
292,2020-06-10 18:01:22.718868,928,7,14430,mastercard
293,2021-04-22 08:09:05.810190,839,8,4310,mastercard
294,2021-09-21 04:56:33.615168,683,16,23440,cash
295,2023-09-28 06:07:49.392407,882,44,4130,cash
296,2020-11-25 16:30:41.051193,1120,28,24160,visa
297,2020-12-03 13:45:27.343486,55,19,2960,cash
298,2021-04-24 00:29:58.096152,459,4,15160,mastercard
299,2023-06-04 18:24:12.371685,1399,44,1070,mastercard
300,2023-11-05 18:40:49.877617,1760,29,19610,mastercard
301,2022-04-01 06:51:10.447742,946,36,17170,mastercard
302,2021-05-09 14:35:53.970353,1455,37,12390,mastercard
303,2020-12-23 11:30:28.383875,488,32,16090,mastercard
304,2023-04-18 17:40:10.599206,1594,27,5690,cash
305,2021-11-18 16:01:20.505274,456,28,21460,applepay
306,2021-09-03 02:16:09.411414,1010,10,20400,visa
307,2023-10-20 03:12:34.744160,356,26,21670,visa
308,2023-04-07 09:33:17.163695,596,19,27410,mastercard
309,2020-08-01 16:37:48.732759,37,3,3730,applepay
310,2023-11-22 03:17:23.272414,315,6,16290,cash
311,2021-07-06 05:44:04.844866,1490,35,12540,visa
312,2020-01-30 02:57:36.330233,201,1,24740,applepay
313,2022-04-17 06:52:09.358021,328,7,13320,mastercard
314,2022-08-27 17:54:59.314849,807,45,14060,applepay
315,2022-10-31 13:34:36.417826,1482,1,15530,applepay
316,2022-01-29 09:56:57.718261,1446,20,16890,visa
317,2022-06-20 19:40:32.669081,1042,21,21950,mastercard
318,2020-06-29 23:24:31.766836,1135,14,25310,applepay
319,2022-03-21 13:06:03.162030,510,6,12590,mastercard
320,2021-02-10 21:37:54.697784,1207,22,10950,applepay
321,2020-04-10 07:37:13.707004,1222,24,8900,visa
322,2020-08-26 00:25:31.511366,1536,7,18390,cash
323,2020-09-04 02:42:39.707748,1146,41,29740,visa
324,2022-02-16 03:31:09.500412,1103,15,8580,visa
325,2022-02-06 02:03:52.578489,121,34,15680,visa
326,2023-06-06 20:45:14.474269,1773,45,22990,cash
327,2021-02-05 23:38:06.915491,877,32,6490,visa
328,2021-09-11 09:55:44.819586,889,4,7730,visa
329,2022-01-31 10:09:07.607037,803,9,11850,cash
330,2022-10-19 17:42:26.815491,1064,50,20930,visa
331,2021-01-31 02:08:07.751165,563,14,11040,mastercard
332,2020-10-09 15:18:20.847720,269,22,29200,applepay
333,2022-08-26 14:26:11.251481,326,8,2320,visa
334,2022-10-26 09:21:37.013954,1333,38,6780,visa
335,2023-08-30 01:20:28.070342,986,35,11580,visa
336,2021-12-26 09:51:39.959355,27,21,3600,cash
337,2021-05-23 11:16:17.342512,1132,21,14010,visa
338,2021-05-10 03:22:15.519879,739,16,21530,mastercard
339,2020-11-11 09:54:52.399934,741,36,9120,applepay
340,2022-04-03 02:42:27.582140,555,30,11500,visa
341,2021-11-21 22:19:56.093851,814,35,300,cash
342,2023-05-17 22:46:19.233646,834,32,29800,applepay
343,2023-04-24 06:35:07.349370,988,9,17800,applepay
344,2023-07-14 19:08:30.921082,547,35,25860,applepay
345,2020-06-10 21:23:04.969148,243,40,14200,mastercard
346,2022-06-04 12:27:53.773303,225,18,29060,applepay
347,2021-10-29 15:02:02.350673,1248,26,16530,mastercard
348,2020-06-15 00:22:28.146793,1103,2,28210,applepay
349,2021-02-24 07:17:48.592299,1222,3,21720,mastercard
350,2022-03-06 20:43:29.928192,452,16,3490,visa
351,2021-08-14 11:59:10.580341,1322,32,28030,cash
352,2022-12-21 19:55:42.078329,916,50,3360,visa
353,2022-04-02 02:35:12.866976,149,5,18580,visa
354,2020-10-08 20:48:39.791504,1102,25,7090,mastercard
355,2020-09-29 22:05:19.318675,44,40,10680,cash
356,2022-07-26 14:33:12.090647,1140,38,19120,cash
357,2023-01-12 04:45:58.198517,457,37,13380,mastercard
358,2022-10-15 03:54:07.169358,316,36,12410,visa
359,2021-09-20 10:26:37.069510,807,44,24730,visa
360,2020-11-17 03:06:50.483810,423,7,11110,mastercard
361,2023-06-08 11:13:01.000877,391,48,6310,mastercard
362,2022-07-07 09:26:58.454808,922,36,25950,mastercard
363,2022-07-14 20:37:58.402089,941,22,3980,applepay
364,2021-02-12 10:10:07.344718,217,1,3390,cash
365,2021-11-26 05:17:20.660390,444,47,5440,visa
366,2020-08-23 09:25:03.596148,389,43,25060,visa
367,2023-11-25 14:50:11.891964,1505,40,10510,mastercard
368,2020-06-15 05:28:21.328480,927,22,14060,visa
369,2022-01-01 01:24:25.264624,313,8,10620,cash
370,2020-02-01 22:33:27.313419,118,44,28900,cash
371,2023-07-30 22:26:57.641550,1781,14,16080,applepay
372,2020-08-13 17:15:58.679164,1003,27,28800,visa
373,2020-07-17 20:18:33.916711,758,24,2970,applepay
374,2021-07-18 12:57:29.660318,113,49,23760,mastercard
375,2023-10-11 16:16:26.170499,1088,5,9790,visa
376,2021-03-01 04:45:28.548442,1264,20,8380,visa
377,2022-06-28 11:42:57.444788,309,4,12300,visa
378,2023-10-27 08:18:45.166896,1451,32,15730,mastercard
379,2023-04-16 10:41:43.498852,952,9,22850,mastercard
380,2020-03-26 03:00:36.030212,1014,1,27630,applepay
381,2022-01-13 16:17:23.486947,414,44,14550,mastercard
382,2023-09-16 18:47:29.638308,1407,20,18260,mastercard
383,2022-07-09 17:08:31.425850,985,11,21580,visa
384,2022-11-14 07:31:07.987646,1889,30,18160,visa
385,2022-07-02 19:15:28.278867,761,6,20010,mastercard
386,2021-11-27 21:08:01.175065,1479,25,25670,cash
387,2020-11-11 12:13:08.865502,493,18,8120,visa
388,2023-09-17 21:36:10.708148,569,22,22750,visa
389,2021-08-12 22:05:26.861849,1229,31,29980,cash
390,2023-06-07 13:39:13.609285,219,44,2810,mastercard
391,2023-04-22 14:11:09.245169,1984,48,13460,cash
392,2022-11-03 02:18:29.285729,265,49,11420,visa
393,2021-11-15 03:42:19.567163,751,22,15310,mastercard
394,2020-06-26 18:15:58.381001,1656,50,6040,cash
395,2023-08-14 09:44:10.802797,303,42,29580,applepay
396,2023-09-09 19:46:01.396368,938,19,11760,mastercard
397,2021-01-09 22:46:11.700128,1868,25,12310,mastercard
398,2021-12-07 18:22:46.846283,1400,13,7420,applepay
399,2022-09-05 03:33:19.180743,1216,11,20130,cash
400,2021-08-31 14:52:52.907215,1381,44,22390,visa
401,2023-09-29 11:31:52.193833,139,9,580,applepay
402,2021-01-31 02:06:55.847662,62,33,20560,mastercard
403,2022-06-25 02:45:01.005013,1961,10,17810,cash
404,2021-03-04 15:47:38.671949,919,39,5860,visa
405,2020-07-31 23:22:10.939387,1028,45,7940,mastercard
406,2020-08-23 10:37:42.713448,343,23,8040,visa
407,2020-03-05 09:41:07.062529,189,6,460,mastercard
408,2021-02-04 21:28:47.565453,875,7,5110,applepay
409,2021-10-27 12:30:54.830719,114,39,25300,cash
410,2023-02-07 23:42:52.922786,136,15,18120,visa
411,2022-08-05 13:07:55.567692,1942,47,23390,applepay
412,2023-01-05 12:34:20.498500,1108,40,16650,mastercard
413,2021-01-14 08:30:05.527523,86,22,27430,visa
414,2022-09-24 00:33:29.208056,1633,9,17830,applepay
415,2020-08-18 14:05:39.213673,1742,13,160,applepay
416,2022-12-07 10:51:24.670172,1716,2,8470,applepay
417,2021-07-30 13:40:57.811914,1762,35,150,mastercard
418,2022-08-18 00:32:29.648991,1126,34,6220,applepay
419,2021-06-06 09:35:50.747517,1867,10,8130,mastercard
420,2020-12-19 01:04:07.168361,348,47,19320,applepay
421,2022-12-03 21:37:35.389071,808,20,15200,visa
422,2023-07-27 20:09:43.840291,445,49,23920,applepay
423,2023-11-12 13:52:17.489293,1764,28,5980,applepay
424,2021-12-18 20:47:31.432910,301,23,19480,applepay
425,2021-11-12 13:23:13.558292,1946,22,21500,applepay
426,2021-04-08 10:22:25.089753,1193,20,25550,applepay
427,2020-06-17 06:53:34.556631,428,3,2490,mastercard
428,2021-09-21 09:34:09.887578,1048,48,11770,applepay
429,2023-04-15 14:08:54.386710,813,15,10780,applepay
430,2023-08-21 04:17:08.530905,257,26,6520,applepay
431,2021-10-18 05:03:51.226949,1143,2,27990,visa
432,2023-10-04 23:19:38.936830,102,27,26800,visa
433,2020-12-12 23:30:09.634259,1819,13,26500,cash
434,2022-11-13 09:08:00.513671,1546,47,9760,applepay
435,2023-12-08 18:19:39.433676,1860,46,4580,applepay
436,2021-09-28 09:47:44.659440,1434,28,11110,mastercard
437,2022-05-27 15:26:37.484289,1835,45,16670,visa
438,2021-06-21 19:55:17.054327,1723,19,2130,visa
439,2022-09-09 21:49:09.878849,810,7,8510,mastercard
440,2020-12-03 00:15:33.124641,1450,22,2110,applepay
441,2021-10-15 16:35:15.007879,1845,35,25710,visa
442,2023-04-23 09:16:29.009666,331,9,1520,applepay
443,2020-05-29 19:42:31.687655,1050,48,12320,mastercard
444,2021-11-16 01:40:47.809508,1408,31,8780,cash
445,2020-03-30 11:12:16.202794,1846,41,12080,cash
446,2020-05-02 01:00:44.770006,949,18,11020,mastercard
447,2020-03-26 03:56:13.421299,120,44,23620,mastercard
448,2020-09-03 21:17:53.460669,1770,1,17710,cash
449,2023-03-16 18:15:19.494134,1670,2,9670,mastercard
450,2021-12-23 15:07:00.217947,91,14,23150,mastercard
451,2020-01-10 02:08:32.914785,845,48,12160,visa
452,2023-04-29 22:11:18.822457,758,2,1890,visa
453,2023-06-08 07:53:52.648892,1456,11,110,visa
454,2021-01-15 19:47:40.235524,1028,37,22570,mastercard
455,2022-02-27 19:05:06.228872,1887,2,12310,cash
456,2023-12-13 04:42:35.948114,1846,8,16350,applepay
457,2021-02-23 08:05:24.473707,1881,45,28900,cash
458,2021-04-11 00:22:15.495042,535,38,20810,visa
459,2020-10-02 15:37:05.209251,1561,47,19760,cash
460,2023-07-28 17:49:15.666905,300,41,3950,cash
461,2021-11-08 07:51:25.734053,1626,38,10970,mastercard
462,2021-01-06 01:18:23.402399,687,16,11880,visa
463,2021-06-27 09:07:55.815853,963,21,15680,cash
464,2022-03-08 21:33:22.205423,1810,40,6090,mastercard
465,2021-07-11 13:10:47.542880,1229,34,22110,cash
466,2023-10-21 22:37:59.660866,414,46,760,visa
467,2020-07-17 11:01:58.998322,456,31,23600,applepay
468,2023-01-04 13:20:56.807134,734,4,16390,applepay
469,2020-03-31 04:41:03.795884,1449,14,16030,cash
470,2021-07-09 15:38:56.719340,1531,45,2110,cash
471,2021-03-16 06:03:05.720812,1335,14,11930,mastercard
472,2021-09-21 22:30:20.067445,81,33,5870,mastercard
473,2020-09-15 00:18:39.911538,787,49,6260,mastercard
474,2020-08-24 22:20:47.141509,1179,2,11190,visa
475,2021-09-22 20:30:06.397707,1466,15,7430,applepay
476,2021-06-09 14:43:35.120854,806,38,23210,mastercard
477,2021-07-15 04:43:20.254092,714,25,24440,visa
